Block ID,X Center,Y Center,Z Center,X Size,Y Size,Z Size,Category,CYB5A,SOD1,CA2,RBP4,ALB,TF,CAT
119,320.999,407.0,104.999,50,53,35,False,0.0857519,,0.215618,,0.352535,,0.41564
119,271.0,459.999,104.999,50,53,35,False,0.0857519,,0.215618,,0.352535,,0.41564
119,320.999,459.999,104.999,50,53,35,False,0.0857519,,0.215618,,0.352535,,0.41564
164,271.0,407.0,105.0,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,320.999,407.0,105.0,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,271.0,459.999,105.0,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,320.999,459.999,105.0,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,271.0,407.0,139.999,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,320.999,407.0,139.999,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,271.0,459.999,139.999,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
164,320.999,459.999,139.999,50,53,35,False,0.649161,,0.0287321,,0.159246,,0.109454
38,271.0,460.0,0.0,50,53,35,False,,,,,,,
38,320.999,460.0,0.0,50,53,35,False,,,,,,,
38,271.0,512.999,0.0,50,53,35,False,,,,,,,
38,320.999,512.999,0.0,50,53,35,False,,,,,,,
38,271.0,460.0,34.998999999999995,50,53,35,False,,,,,,,
