GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
GAPDH,-1.00483,-0.343173,-0.291387,1.05317,1.41662,1.2627,0.651025,-0.395971,-0.528715,-0.66037,-0.767044,0.596255,1.08412,1.65092,1.21916,1.40298,1.2627,-0.540498,-0.880329,-0.592869,1.03756,1.41662,1.11472,1.52327,1.33376,0.909307,-0.458626,-0.215531,-0.240582,0.304338,1.51017,1.62586,1.72469,1.34774,1.72469,-0.141754,-0.317157,NaN,-0.670416,0.134663,0.990175,1.38928,1.15997,0.559114,0.669034,-1.10408,-0.046429,-1.50343,0.909307,0.909307,0.704702,-0.395971,-0.577547,-1.33586,-1.23837,-0.0231148,0.424928,1.18973,1.54929,1.41662,1.14497,0.304338,-0.873882,-0.442069,-0.395971,0.722359,1.29135,1.02186,1.37551,1.11472,1.11472,-0.638746,-0.704709,-0.633994,0.345138,0.990175,1.5622,1.3197,1.05317,0.909307,-0.99821,-1.01888,-1.25925,-1.43825,0.925679,1.02186,0.925679,0.156467,-0.317157,-0.317157,-0.695934,NaN,-0.970837,-0.343173,0.596255,0.112684,-0.543332,-0.240582,-2.49947,-0.190714,-1.03463,-0.265865,1.33376,1.63842,1.57506,1.40298,0.739899,-1.81536,-1.89315,-0.55906,0.0681733,1.57506,1.80829,1.52327,1.74884,1.65092,0.112684,-1.30448,-0.899122,-0.166122,1.44368,1.44368,1.30556,1.37551,0.974198,-0.0699462,-0.877652,-0.343173,-0.481958,-0.842807,-0.369442,0,0.0681733,-0.510961,0.365309,-1.72305,-0.561869,-0.291387,-0.596312,0.365309,1.41662,0,-0.505946,NaN,-1.14202,-0.317157,-0.835352,-0.369442,0.774644,0.990175,1.03756,0.559114,-0.215531,-1.05777,-0.755727,-0.0699462,-0.369442,1.05317,2.02291,1.12989,0.262914,-1.81012,-1.19421,-1.06956,-1.04694,-0.551264,0.38533,0.38533,0.324815,-0.166122,-0.498377,-0.697514,-1.05109,-0.650352,-0.343173,0.0456387,-0.291387,-0.190714,-0.588889,-1.61987
GARS1,2.22671,0.74818,-0.0118316,-0.466408,-0.577711,-1.1775,0,1.41261,0.0193184,2.53515,1.53745,1.01093,-0.0438095,0.287447,-0.272325,0.327075,-0.52265,0.164645,2.63045,1.51224,-0.248223,-1.31049,-0.408276,-0.0102536,0.306596,-0.156677,1.5396,1.57973,1.3496,0.248181,-0.516225,0.374861,-0.878087,-0.827591,-0.747154,0.84214,0.673376,NaN,1.52547,0.108282,-0.664,-0.567465,-0.229669,-0.425584,0.156068,2.04123,0.959769,1.38675,0.202107,-1.35326,-0.383466,-0.237071,-0.709175,-0.839493,2.72085,1.65902,0.0849796,-0.903017,-1.29052,-0.805109,-1.14438,-0.349889,-0.929483,1.78029,1.45422,0.190693,-1.58388,-1.26265,-0.693954,-0.761767,-0.232641,-0.845635,1.91471,1.05075,-0.590902,-0.105083,-0.74259,-1.16108,-0.367898,-0.731621,-0.439879,1.07742,0.828744,1.7774,0.5136,0.446927,-0.402664,0.847772,-0.172011,-0.433114,2.25582,NaN,1.27188,0.273783,-0.477702,-0.282629,-0.606944,-0.321378,-1.27666,2.12134,1.58712,1.50826,0.569956,-0.196595,-0.76505,-1.51839,-0.856059,-0.842642,1.45385,0.271214,0.223102,0.430135,-0.0523365,-1.03033,-0.406047,-0.384513,-0.0341645,0.120114,0.460626,-0.00108268,0.671558,-0.718735,-1.27472,-0.869327,-1.25446,0.820444,-0.055627,-0.417157,0.704576,2.05949,0.720398,0.436171,0.828574,1.03531,0.0553581,0.94861,1.95845,0.500806,1.04254,-0.23516,0.316092,-0.0133955,0.0772876,NaN,2.28724,1.59755,1.69619,0.766833,-0.347681,-0.897901,-0.725288,0.0119519,0.170398,1.05766,0.505321,-0.412196,-0.237673,-1.27535,-0.209848,-0.905876,-1.09014,-0.458312,1.23138,0.75612,1.19374,-0.925923,-1.32197,-1.40517,-0.277739,0.12852,0.863864,1.59406,0.802555,-0.129518,-0.238324,-0.0130771,0.368047,1.50651,0.318555,0.514697
GART,0.0349077,2.41259,2.36432,-0.345249,2.4394,2.44699,0.0222596,-0.235348,0.0432346,2.3451,0.0290676,2.37811,0,-0.094166,2.3826,-0.0656438,-0.115597,0.0125159,0.0311913,-0.141566,-0.0434214,2.41973,-0.0888456,-0.0638614,-0.0608272,2.5397,-0.162488,0.0133917,-0.166024,2.46082,2.2422,-0.0362824,0.0175148,2.45627,-0.230382,0.0490227,2.29081,NaN,0.0395723,-0.19683,-0.0194765,2.35722,-0.00220149,2.39033,-0.0257649,-0.257764,-0.0143622,0.00786125,-0.0536441,-0.0162526,0.062347,0.0338397,0.0774547,0.107388,-0.050862,-0.0205758,-0.053978,2.21356,-0.0451443,-0.0883041,-0.240689,-0.078287,-0.0752201,-0.237107,-0.044858,-0.0178739,-0.0775063,-0.0775162,-0.045344,-0.0560571,2.32484,0.0933997,-0.144565,-0.190821,0.123971,-0.223481,-0.0194681,-0.0683025,2.25808,-0.0485352,0.157151,-0.180838,0.0164666,-0.0128825,0.01111,-0.189991,-0.189328,-0.0950404,0.0847666,-0.072756,-0.121983,NaN,2.20649,-0.093902,-0.0475524,0.0720531,-0.0367808,0.0458904,0.0177372,0.0378359,0.073077,0.0990034,2.25022,-0.161922,-0.0190426,0.00576924,-0.102304,-0.0575413,0.163046,-0.1617,0.0034345,-0.0410525,-0.0365341,-0.0780016,-0.0146906,1.98085,-0.00622351,0.0698333,-0.031438,-0.100137,1.45417,1.37779,-0.0576399,-0.0141898,-0.0171378,-0.131498,0.137081,2.24704,-0.127924,0.0357479,2.04093,2.09027,-0.0306965,-0.172019,-0.231312,-0.113601,0.0519033,-0.00161148,-0.105701,0.0241995,-0.033425,2.19563,-0.041472,NaN,0.0980617,2.06771,-0.102508,0.107683,-0.116493,0.00714591,0.0528679,0.0163521,2.19928,2.17679,0.0542529,0.0391834,0.0590567,2.14031,-0.132783,2.13169,-0.0180642,-0.0737057,2.12288,0.0318997,-0.0375377,0.0905681,-0.0393181,0.0709558,0.172587,0.0361095,-0.291153,2.0625,-0.0978363,0.076035,-0.230836,0.0790003,2.20827,0.0795953,0.110847,0.03751
GATD3B,0.369434,0.225687,0.708534,0.645629,0.671712,-0.392359,0.311161,-1.17172,0.535276,-0.138414,0.867562,0.457542,1.2135,-1.39801,1.04794,1.32775,1.31764,-0.276986,-1.48998,0.401163,-0.780581,0.323119,-0.304817,-0.0357748,0.529448,0.831023,1.43351,0.28003,-1.05572,-0.315059,-1.10553,-0.054364,0.365865,0.22984,0.165027,-0.0555597,0.079904,NaN,0.561008,-0.615196,1.29455,0.655606,0.958983,0.251035,-1.9426,-0.0994562,-0.0867181,0.422244,0.107995,0.425718,0.127128,0.098306,0.302412,0.894375,-0.220219,0.341635,-0.577114,0.482179,-0.255558,-0.334995,0.223159,0.84879,0.229763,-0.633653,-0.292225,0.45882,0.449322,-0.699164,-0.0932811,0.0314071,0.127776,-0.124526,-1.26538,-0.712231,-0.771536,0.876192,-0.599916,-1.03326,0.822944,0.673177,-0.906406,-0.673077,-0.500033,-0.863477,0.588985,-1.09636,-0.312038,-2.39886,0.531661,-0.556074,0.434416,NaN,-1.05884,0.451728,0.0725651,0.503451,-2.61724,-0.534067,-3.96389,0.852336,-0.559415,0.873134,1.28018,1.62056,0.878753,-1.39332,0.890231,-0.399456,-0.122422,0.182612,0.0698131,0.855559,-0.982305,0.19049,-1.556,0.486907,-1.97949,0.893677,-0.0562443,-0.622508,NaN,0.534687,-0.0458384,-0.511315,-0.0594893,-0.490823,0.413714,-0.0744501,-0.382519,-0.188842,-0.656277,-0.670863,-0.837417,-0.033575,-1.37502,0.101574,0.0295404,-0.730514,-0.847923,-1.57942,-0.742687,-1.5429,-0.406298,NaN,-2.8634,0.497651,-0.434229,-0.0683708,-0.776898,-2.96645,-2.66933,-0.0372034,0.326163,0.218923,0.179623,-0.170381,-0.968878,0.0834731,0.341763,0.764685,0.677239,0.976454,0.106498,-2.50036,-0.544774,0.55565,-0.0724419,0.790645,0.286032,-0.0295404,-0.335478,-2.60798,0.123257,0.170216,0.516792,0.619719,0.31044,1.20187,-1.411,-4.75661
GATM,0.189523,0.360693,0.355823,-0.656846,-1.91523,-1.15842,-0.100563,0.235269,0.249826,0.0567173,0.44689,-0.0128283,-2.24482,-2.29292,-2.27459,-1.74792,-0.724185,0.266874,0.0567173,0.444763,-0.14667,-2.32848,-2.37816,-2.58762,-2.45454,-1.78199,0.167017,0.126518,0.389172,0.119514,-1.05832,-2.25526,-2.40088,-2.50964,-0.960536,0.277996,0.235269,NaN,0.3961,0.302341,-0.401783,-0.942176,-1.2959,-0.461766,-0.105527,0.0870285,0.266874,0.34597,0.044974,-0.262655,0.0410122,0.226374,0.280746,0.143701,0,0.310257,0.238206,-2.07037,-2.27394,-1.76406,-0.660345,0.140301,0.163737,-0.162799,0.367932,0.136882,-2.19974,-2.37513,-2.37746,-2.33686,-0.850429,0.0567173,0.173528,0.192676,0.0758274,-1.29349,-2.28262,-2.35922,-2.17476,-0.56258,0.150449,0.33344,0.302341,0.307629,0.147084,-0.660504,-0.713448,-0.090748,-0.100563,-0.262655,-0.640355,NaN,0.409739,0.360693,-0.11557,0.153797,0.0125782,0.044974,0.108866,0.0208307,0.143701,0.229353,-0.237737,-2.30471,-1.87536,-0.782091,-0.039272,0.249826,-0.0621641,-0.0171609,0.220377,-1.71873,-2.42048,-2.44875,-2.34891,-1.18011,0.176759,0.288929,0.186356,0.0720497,-0.303463,-1.13215,-1.9563,-1.40424,-0.0215235,0.241131,0.115984,0.00421958,0.266874,0.475962,0.0833159,-0.0437862,0.163737,0.0943895,-0.0529105,-0.398483,-0.081079,0.153797,0.112435,0.123026,0.0795828,0.167017,0.214322,NaN,-0.0483321,-0.225628,0.167017,0.229353,-0.184947,-0.740416,-0.458919,-0.162799,0.0208307,0.0870285,0.101668,0.0907197,0.140301,-0.300966,-1.38341,-1.40249,-0.509798,0.112435,0.0489127,0.312874,0.0870285,0.198934,-0.0762984,-0.243877,-0.11557,-0.141382,0.0833159,0.0644285,0.147084,-0.00424784,0.0289787,-0.0858955,0.0644285,0.101668,-0.039272,-0.243877
GBE1,0.72308,0.472098,0.578221,-0.102924,0.916448,0.705865,1.07413,-0.473393,-0.439097,0.648805,-0.522832,-0.508708,0.693965,0.548177,-0.010908,0.342998,1.05857,-0.703524,0.106614,-0.166952,-0.253251,-0.00832615,0.289048,0.408642,0.527165,1.1061,0.906112,0.343588,-0.0293113,-0.585234,-0.404131,-0.701925,-0.155329,2.0317,1.41812,-0.566723,-0.447075,NaN,0.915332,0.0976893,0.19369,-0.622156,-0.225029,-1.63479,-7.48058,0.730968,0.085343,0.239305,0.0196719,-0.14661,0.571967,-0.413547,-0.00933565,-0.372086,0.0750158,0.529523,1.0457,0.538913,0.456589,0.363251,0.252893,0.154865,0.149406,-0.336566,0.344856,0.944616,0.915546,0.883072,-0.0614098,1.44376,1.23474,-0.326524,-0.513264,-0.778156,1.66058,-0.336575,0.310596,0.459064,0.265856,0.297847,-0.246381,-0.698789,-0.544657,-0.582366,-0.700889,-0.613821,0.303145,-0.895919,-0.969344,-3.94403,0.715004,NaN,-0.0471875,-0.0128019,0.24605,-0.243013,-0.456277,-0.0194664,0.313017,-0.47267,0.271225,-0.0936067,0.548391,1.58531,1.88594,0.238814,0.620191,-0.717469,-1.24311,-1.1963,-0.742358,0.952996,-0.798381,0.238448,0.227977,-0.173348,-0.529497,-0.607532,-1.00881,-0.504241,NaN,-0.454794,-0.259254,-0.476788,0.160127,-2.35698,-0.745673,0.0382181,-0.841897,-0.251643,-1.33821,-1.27685,0.304637,-1.11615,-3.41888,0.400995,0.555261,0.0291147,0.325372,0.453954,0.0852894,0.475671,-0.035136,NaN,0.731031,0.737811,1.18751,-0.0501981,0.76547,0.92096,0.634351,-0.155097,-0.162985,0.64324,0.00832615,-0.0224234,0.586377,0.529818,0.710171,2.1929,-0.200024,-0.0513773,0.134407,0.378876,-0.231926,-0.4152,-0.884046,-0.309899,-0.333519,-0.170766,1.38519,-0.24178,-0.271404,-0.718229,-0.155919,-1.37888,0.105917,2.03767,-0.429431,-1.41731
GBP1,0.197363,-1.53804,NaN,NaN,-0.0390668,0.0802732,-1.94205,0.101419,0.121012,-0.137958,0.000143817,0.229966,-0.267593,0.0509531,NaN,NaN,NaN,-1.71531,-1.27885,NaN,-1.79614,-2.27574,0.255849,0.211184,0.138195,-0.179246,-0.129222,0.141971,-1.56019,NaN,-2.05537,0.40811,-2.15206,-0.281646,-1.8797,0.149083,NaN,NaN,NaN,-1.55922,0.102996,-0.00816686,-1.97816,0.0651175,0.552644,NaN,0.131107,NaN,NaN,NaN,0.235188,0.176294,-0.221172,-1.79679,NaN,0.314143,-1.63376,-0.0722183,0.0542741,0.327695,-2.00767,-1.76844,-0.187143,0.140175,-1.42678,-1.74204,-1.95164,-0.172363,NaN,-0.203916,NaN,-1.87975,0.162044,0.421251,0.739097,0.163411,NaN,-2.04846,-0.0277535,NaN,-0.207324,0.182799,NaN,0.00173459,0.306383,-1.86,0.378532,-1.56934,NaN,0.642582,NaN,NaN,-1.35611,0.203787,0.0870238,NaN,-1.59609,0.557241,-0.294168,NaN,-1.40544,-1.54219,0.0280806,-0.202197,-1.81578,0.250143,-0.145982,-1.66879,-1.64593,0.190402,NaN,-0.357617,NaN,NaN,-2.04699,-0.249602,-1.50946,0.0492558,-0.0337027,-1.60016,NaN,NaN,NaN,-1.78848,NaN,0.148282,-1.51191,0.0497674,NaN,-1.24201,0.235113,0.00368326,0.150177,0.0681914,0.924636,-1.19451,0.128283,-0.133039,0.0943015,0.306349,0.219146,-1.65685,0.0946637,NaN,0.169799,NaN,NaN,0.161194,-0.183962,0.071328,NaN,-0.00730505,NaN,0.088136,NaN,0,NaN,0.0886223,-1.94431,-1.88979,0.100006,-1.65538,0.207546,0.237303,0.164543,0.327747,NaN,NaN,NaN,0.0366669,-1.67826,-0.0295254,-1.37009,NaN,0.198864,0.184349,0.275632,NaN,0.289222,0.181102
GBP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0155654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.158206,NaN,0.0155654,0.705099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.31761,-0.309572,NaN,NaN,-0.17627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0176949,0.247151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.159099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7395,-1.01132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GC,NaN,NaN,-2.01946,-0.0322557,0.107062,0.758233,-0.369844,-1.74354,NaN,NaN,NaN,0.116567,0.453014,0.823481,0.843996,0.812027,-0.630277,NaN,NaN,NaN,0.0929283,0.721746,0.646844,0.853272,0.265523,-0.0675435,-1.70841,NaN,NaN,-1.18828,0.700089,0.340109,0.745597,-0.852262,-0.107351,-1.52206,NaN,NaN,NaN,-1.28494,-0.53293,0.210601,-1.39258,-0.633029,NaN,NaN,NaN,NaN,-0.288005,0.503856,0.0268198,-1.72642,NaN,NaN,NaN,NaN,-0.610775,0.313339,0.407861,1.21255,0.64006,-1.03959,NaN,NaN,NaN,0.388787,0.72481,0.0855824,1.23037,0.467262,-0.0480372,NaN,NaN,NaN,-0.885503,0.341912,1.02559,1.15841,0.622251,-0.226078,NaN,NaN,NaN,NaN,-1.1002,-0.221859,0.416679,-0.0629553,-1.99352,NaN,NaN,NaN,NaN,-2.68937,-0.870781,-0.772394,NaN,NaN,NaN,NaN,NaN,NaN,0.00942812,-0.734801,0.231671,0.312987,-0.58696,NaN,NaN,NaN,NaN,0.32888,0.743207,0.339603,0.570651,-0.00942812,-3.88891,NaN,NaN,NaN,-1.25732,0.203696,1.01388,0.669695,-1.10419,NaN,NaN,NaN,NaN,NaN,NaN,-1.52299,-0.896324,NaN,NaN,NaN,NaN,NaN,NaN,-1.22426,-3.01348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.599086,0.252832,-0.3658,-0.132872,NaN,NaN,NaN,NaN,NaN,0.0521714,-0.217533,-0.571536,-0.105652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.750589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.280527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0211045,NaN,NaN,NaN,NaN,-0.0211045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.442931,-0.452729,1.30762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.35201,NaN,NaN,NaN,NaN,1.07085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GCAT,1.03984,-0.125585,1.14153,NaN,NaN,-1.08514,-0.877789,0.704399,-0.828605,-1.0857,0.0581792,-1.94983,NaN,NaN,NaN,NaN,NaN,0.564929,0.841152,0.832601,-2.38947,NaN,-1.82369,NaN,-2.65123,NaN,0.77344,0.425856,0.155888,0.676145,-1.14726,NaN,NaN,-1.20605,NaN,0.0105704,-0.148694,NaN,0.937413,0.769127,-0.476632,NaN,NaN,NaN,-1.88265,0.106552,0.178298,0.348727,-0.692612,-0.893987,-1.10459,0.305368,-0.101933,0.998377,0.00547307,-0.0176356,0.376593,NaN,NaN,NaN,-1.26978,0.152642,-1.00653,-0.379831,0.5528,-0.479223,NaN,NaN,NaN,NaN,NaN,-1.41249,0.950917,0.625448,-1.59315,NaN,NaN,NaN,NaN,-1.83738,-0.944893,1.1053,-0.0673273,1.07798,-1.35261,NaN,NaN,0.235519,0.403792,-0.994403,0.0827102,NaN,1.08454,-0.156789,-1.11254,-1.63751,0.54253,NaN,0.226933,-0.096163,0.894714,-0.091788,-1.71079,NaN,NaN,-2.82588,-1.28841,-1.12235,0.994003,-1.05827,-1.484,NaN,NaN,NaN,NaN,NaN,0.712154,1.32958,-0.0382754,-0.341387,NaN,NaN,NaN,NaN,-0.720966,-0.0998603,1.07091,-0.102592,0.0356092,1.22721,-0.211868,-0.539876,-1.35625,-0.173115,NaN,1.03408,1.06272,-0.236888,0.813848,0.991563,-0.4194,-1.39031,-0.0527456,NaN,-0.664055,0.942145,0.922126,0.557054,-1.46887,-1.78831,-1.27404,-0.510943,-0.00547307,1.13548,0.82725,0.756362,-0.10266,-1.31372,-1.04981,NaN,-0.733386,0.585086,0.619397,1.10905,0.873285,0.0529875,-1.97762,-0.551723,0.691236,0.605668,1.07886,1.22379,1.27878,0.435054,0.522033,1.15095,1.13269,1.0303,0.740767,NaN
GCG,-0.883859,-0.781431,0.234552,0.978146,0.897497,1.08496,0.361098,-0.180562,-1.13531,-1.03379,-0.974195,0.723277,0.780992,0.836381,0.818395,1.09907,0.574944,-0.410361,-0.944304,-0.714805,0.883653,1.05247,1.05851,1.12174,0.920866,0.941562,0.394254,-1.04427,-1.07619,0.352383,1.03204,0.91706,0.869337,0.517658,0.778872,0.190773,-1.48339,NaN,-0.724007,0.19037,0.710966,0.977485,0.246053,0.674442,-0.281269,-1.49213,-1.05714,-0.734659,0.59682,1.00689,0.823204,0.0158415,-0.626563,-0.925094,-1.13144,-1.03105,0.667572,0.945868,0.802628,0.871899,1.17708,0.375233,-0.666156,-1.07094,-0.678063,0.881994,1.11176,0.791434,1.13377,0.881994,0.833592,-0.730561,-1.14483,-0.839286,0.346471,0.88448,1.06015,0.966755,0.976158,0.772447,-0.568547,-1.23078,-0.883473,-0.769102,0.282261,0.497376,0.810586,0.698283,0.00874985,-0.274998,-1.99246,NaN,-1.18612,-0.270749,0.429891,0.429891,-0.960451,-0.884434,-1.45198,-1.39503,-1.56082,-0.959104,0.723277,0.417508,0.712213,0.661994,0.493199,-1.00082,-1.59769,-2.03789,-0.806659,0.764824,0.667572,0.813532,0.70846,0.628396,-0.604668,-2.21086,-1.39946,-0.860477,0.198425,0.668956,1.03724,0.772447,0.388906,-0.76418,-1.69759,-1.64553,-1.34041,-0.981501,-0.712911,0,0.174727,-0.847798,-0.73902,-1.0684,-2.21753,-1.25378,-0.778379,0.257247,0.0295654,-0.563786,-0.716896,NaN,NaN,-1.7559,-1.06692,0.0870657,1.02264,1.02204,0.717166,0.657761,-1.13859,-1.66834,NaN,-1.21549,-0.46803,0.925388,0.724487,0.629914,0.7852,-0.690976,-1.73981,-2.08012,-1.8467,-0.929256,-0.563993,-0.206104,0.375233,-0.504369,-0.975509,-2.14474,-1.88885,-1.97048,-1.69115,-1.39076,-1.14724,-1.10606,-1.29666,-1.52759
GCH1,NaN,NaN,NaN,0.143811,1.60138,0.357701,-1.65962,NaN,NaN,NaN,NaN,-1.30494,1.55855,-0.228951,0.255021,1.06904,-0.591239,NaN,NaN,NaN,-0.684004,0.694685,-0.307558,1.17688,0.383715,0.593676,NaN,NaN,NaN,-2.35578,-0.380954,0.0350574,0.887231,0.895048,-0.062205,NaN,NaN,NaN,NaN,NaN,-0.029555,0.884053,-0.64718,-0.232877,NaN,NaN,NaN,NaN,-2.22125,-0.163164,-1.21477,NaN,NaN,NaN,NaN,NaN,-2.30239,0.46034,-0.495248,0.145243,-0.829692,-2.75246,NaN,NaN,NaN,-0.589587,1.24705,1.24594,-0.115043,0.820578,0.0923614,NaN,NaN,NaN,-2.14804,1.40317,0.259952,0.895683,0.029555,0.211775,NaN,NaN,NaN,NaN,NaN,-0.67288,-0.230562,-1.26758,NaN,NaN,NaN,NaN,NaN,NaN,-1.33606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.804391,-0.208835,0.215242,0.453242,0.572998,NaN,NaN,NaN,NaN,-0.302379,0.468946,-0.188132,1.06099,1.31246,NaN,NaN,NaN,NaN,NaN,0.36109,0.730454,0.547411,-1.94041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.446572,-0.731107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.170475,0.393354,-0.422552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GCLC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.07223,NaN,NaN,NaN,NaN,NaN,NaN,-1.38897,-0.378347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55142,0.687137,NaN,1.36493,NaN,NaN,-0.508915,NaN,NaN,-0.123871,NaN,1.81568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.08604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.413171,-1.36073,NaN,NaN,0.777539,NaN,NaN,NaN,NaN,-0.616331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00498983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.405446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.50842,-0.7332,NaN,NaN,NaN,NaN,NaN,-1.14477,NaN,NaN,NaN,-1.97697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.501286,NaN,0.211976,NaN,NaN,0.308953,NaN,NaN,-0.0405404,NaN,NaN,NaN,NaN,NaN,0.712645,NaN,NaN,NaN,NaN,0.109028,NaN,NaN,NaN,0.299063,NaN,0.945671,NaN,NaN,NaN,NaN,NaN,NaN,-0.11601,NaN,NaN,0.00498983,NaN,NaN,NaN,NaN,NaN
