,3,4,5,6,7,8,9,10,11
1,60,60,60,60,60,60,60,60,60
2,60,60,60,60,60,60,60,60,60
3,60,60,60,60,60,60,60,60,60
4,60,60,60,60,60,60,60,60,60
5,60,60,60,60,60,60,60,60,60
